work,id,t,axis_t,axis_r,axis_m,axis_g,axis_q,priority,axis_t_source,axis_r_source,axis_m_source,axis_g_source,axis_q_source,priority_source
耳语之人.md,WL-WORK-0036,T5,T5 二战后多极文学,R5 北美文学,M3 现代主义与先锋派,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
耶户伙伴.md,WL-WORK-2602,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.4 欧洲剑客,△,existing,existing,existing,existing,existing,existing
耻.md,WL-WORK-3060,T6,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,★,existing,existing,existing,existing,mechanism,existing
聊斋志异.md,WL-WORK-0816,T2,T2 早期现代文学,R2 东亚文学,M1 早期现代思想与美学,G3 小说,QT4 恐怖与哥特,◆,existing,existing,existing,existing,existing,existing
聪明的恋人.md,WL-WORK-2604,T2,T2 早期现代文学,R4 欧洲文学,M1 早期现代思想与美学,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.4 欧洲剑客,△,existing,existing,existing,existing,existing,existing
肯尼尔沃思堡.md,WL-WORK-1269,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT7 历史叙事,△,existing,existing,existing,existing,existing,existing
能干的麦克劳林一家.md,WL-WORK-2962,T4,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QH1 自我、存在与生命,△,existing,existing,existing,existing,t_default,existing
能言善辩的农夫.md,WL-WORK-R1-ELOQUENT-PEASANT,T0,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QH8 信仰、伦理与超越,◆,existing,existing,not_applicable_pre_modern,t_default,t_default,other_topic
能面杀人事件.md,WL-WORK-0158,T5,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
脚镯记.md,WL-WORK-3175,T1,T1 中古多中心文学世界,R3 南亚文学,,G1 诗歌,QH8 信仰、伦理与超越,◆,existing,existing,not_applicable_pre_modern,existing,t_default,existing
自动钢琴.md,WL-WORK-1270,T5,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT6 乌托邦、反乌托邦与社会想象,△,existing,existing,existing,existing,existing,existing
自然.md,WL-WORK-M2-D63F619942B9,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 / 超验主义,G3 小说,QH4 社会、阶级与劳动,◆,existing,t_default,existing,t_default,t_default,other_topic
自由坠落.md,WL-WORK-2937,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,t_default,existing
致命教育.md,WL-WORK-0817,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻,△,existing,existing,existing,existing,existing,existing
致我们终将逝去的青春.md,WL-WORK-2123,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH2.1 爱情与欲望,△,existing,existing,existing,existing,existing,existing
致青春.md,WL-WORK-2758,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH2.1 爱情与欲望 | QH2.3 家庭与家族 | QH2.5 童年与成长,△,existing,existing,existing,existing,existing,existing
舒吉·贝恩.md,WL-WORK-3077,T6,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,t_default,existing
航运新闻.md,WL-WORK-3010,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,t_default,existing
船长血.md,WL-WORK-2605,T4,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.2 欧洲骑士 | QT8.4 欧洲剑客 | QT8.8 海盗,△,existing,existing,existing,existing,existing,existing
船难水手的故事.md,WL-WORK-1499,T0,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT9 神话、传说与民间叙事,△,existing,existing,not_applicable_pre_modern,existing,existing,existing
良心个案.md,WL-WORK-2898,T5,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
艳阳天.md,WL-WORK-1839,T5,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,★,existing,existing,existing,existing,topic_direct,existing
艾凡赫.md,WL-WORK-0818,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 | M2 19世纪文学思潮 / 浪漫主义,G3 小说,QT5 冒险与探索叙事 | QT7 历史叙事 | QT8 英雄、边疆与法外者文化传统 | QT8.2 欧洲骑士 | QT8.7 侠盗,△,existing,existing,existing,existing,existing,existing
芋虫.md,WL-WORK-0819,T4,T4 全球现代主义时代,R2 东亚文学,M3 现代主义与先锋派,G3 小说,QT4 恐怖与哥特,△,existing,existing,existing,existing,existing,existing
芙蓉镇.md,WL-WORK-2858,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
芬克勒问题.md,WL-WORK-3068,T6,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,t_default,existing
芬尼根的守灵夜.md,WL-WORK-1841,T4,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命,△,existing,existing,existing,existing,t_default,existing
花千骨.md,WL-WORK-2744,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻 | QH2.1 爱情与欲望,△,existing,existing,existing,existing,existing,existing
芳华.md,WL-WORK-2125,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH2.1 爱情与欲望 | QH7 历史、记忆与时间,△,existing,existing,existing,existing,existing,existing
芽むしり仔撃ち ／ 摘芽弃子.md,WL-WORK-1272,T5,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH2.5 童年与成长,△,existing,existing,existing,existing,existing,existing
苏乌尚.md,WL-WORK-R1-SAVUSHUN,T5,T5 二战后多极文学,R1 西亚—地中海古老传统,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,t_default,t_default,t_default,conservative_default
苔丝.md,WL-WORK-M2-BC0CFCDA33D7,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 / 自然主义,G3 小说,QH4 社会、阶级与劳动,◆,existing,author_model,existing,t_default,t_default,other_topic
苦力.md,WL-WORK-1843,T4,T4 全球现代主义时代,R3 南亚文学,M3.1 现代主义 / Modernism,G3 小说,QH5 权力、制度与秩序,△,existing,existing,existing,existing,mechanism,existing
苦行记.md,WL-WORK-1501,T3,T3 19世纪现代文学体系,R5 北美文学,M2 19世纪文学思潮,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.5 西部 | QT14 旅行与游记,△,existing,existing,existing,existing,existing,existing
英国病人.md,WL-WORK-1273,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事 | QH2.1 爱情与欲望,★,existing,existing,existing,existing,existing,existing
英格林萨迦.md,WL-WORK-1502,T1,T1 中古多中心文学世界,R4 欧洲文学,,G3 小说,QT9 神话、传说与民间叙事,△,existing,existing,not_applicable_pre_modern,existing,existing,existing
英雄们.md,WL-WORK-0821,T6,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻,△,existing,existing,existing,existing,existing,existing
英雄无泪.md,WL-WORK-2607,T5,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠,△,existing,existing,existing,existing,existing,existing
英雄时代.md,WL-WORK-2873,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
苹果车.md,WL-WORK-3219,T4,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G2 戏剧,QH1 自我、存在与生命,△,existing,existing,existing,existing,t_default,existing
茫茫黑夜漫游.md,WL-WORK-1844,T4,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G3 小说,QH1 自我、存在与生命,◆,existing,existing,existing,existing,t_default,existing
茶人三部曲.md,WL-WORK-2869,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
茶馆.md,WL-WORK-2678,T5,T5 二战后多极文学,R2 东亚文学,M2 19世纪文学思潮,G2 戏剧,QH2.3 家庭与家族 | QH4 社会、阶级与劳动 | QH7 历史、记忆与时间,◆,existing,existing,existing,existing,existing,existing
荆棘与玫瑰之庭.md,WL-WORK-0823,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻,△,existing,existing,existing,existing,existing,existing
荆棘丛.md,WL-WORK-3111,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,t_default,existing
荆棘之城.md,WL-WORK-1274,T6,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事,△,existing,existing,existing,existing,existing,existing
草.md,WL-WORK-2677,T6,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族 | QH2.5 童年与成长,△,existing,existing,existing,existing,existing,existing
草原上的火焰.md,WL-WORK-1275,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT7 历史叙事 | QT8 英雄、边疆与法外者文化传统 | QT8.4 欧洲剑客,△,existing,existing,existing,existing,existing,existing
草叶集.md,WL-WORK-3167,T3,T3 19世纪现代文学体系,R5 北美文学 | R5 北美文学,M2 19世纪文学思潮 | M2 19世纪文学思潮 / 超验主义,G1 诗歌,QH1 自我、存在与生命 | QH7 自然、环境与地方,★,existing,existing,existing,existing,existing,existing
荒凉山庄.md,WL-WORK-2835,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 | M2 19世纪文学思潮 / 现实主义,G3 小说,QH4 社会、阶级与劳动,◆,existing,existing,existing,existing,t_default,existing
荒原.md,WL-WORK-1845,T4,T4 全球现代主义时代,R4 欧洲文学,M3.1 现代主义 / Modernism,G1 诗歌,QH1 自我、存在与生命,★,existing,existing,existing,existing,t_default,existing
荒原狼.md,WL-WORK-1276,T4,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH2.5 童年与成长,△,existing,existing,existing,existing,existing,existing
荒野侦探.md,WL-WORK-1846,T6,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,t_default,existing
荨麻与骨头.md,WL-WORK-2927,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属,△,existing,existing,existing,existing,t_default,existing
荷兰人.md,WL-WORK-1847,T5,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G2 戏剧,QH6 战争、暴力与创伤,★,existing,existing,existing,existing,topic_direct,existing
荷马颂歌.md,WL-WORK-1503,T0,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT9 神话、传说与民间叙事,△,existing,existing,not_applicable_pre_modern,existing,existing,existing
荷鲁斯与塞特之争.md,WL-WORK-1504,T0,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT9 神话、传说与民间叙事,△,existing,existing,not_applicable_pre_modern,existing,existing,existing
莉莉丝.md,WL-WORK-0825,T4,T4 全球现代主义时代,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT3 奇幻,△,existing,existing,existing,existing,existing,existing
莎乐美.md,WL-WORK-M2-C96C61511958,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 / 颓废主义,G3 小说,QH4 社会、阶级与劳动,◆,existing,author_model,existing,t_default,t_default,other_topic
莎士比亚十四行诗.md,WL-WORK-2126,T2,T2 早期现代文学,R4 欧洲文学,M1 早期现代思想与美学,G3 小说,QH2.1 爱情与欲望,△,existing,existing,existing,existing,existing,existing
莫敲骨头.md,WL-WORK-3083,T5,T5 二战后多极文学,R9 大洋洲与太平洋,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序,△,existing,existing,existing,existing,mechanism,existing
莫格街凶杀案.md,WL-WORK-0006,T3,T3 19世纪现代文学体系,R5 北美文学,M2 19世纪文学思潮,G3 小说,QT1 推理与犯罪叙事,△,existing,existing,existing,existing,existing,existing
莫泊桑短篇小说精选.md,WL-WORK-2703,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QH2.1 爱情与欲望 | QH4 社会、阶级与劳动,△,existing,existing,existing,existing,existing,existing
莫洛博士岛.md,WL-WORK-0274,T4,T4 全球现代主义时代,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT2 科幻 | QT4 恐怖与哥特 | QT6 乌托邦、反乌托邦与社会想象,△,existing,existing,existing,existing,existing,existing
莫雷尔的发明.md,WL-WORK-0469,T4,T4 全球现代主义时代,R6 拉丁美洲与加勒比,M3 现代主义与先锋派 | M5.1 战后思想与美学范式,G3 小说,QT2 科幻,◆,existing,existing,existing,existing,existing,existing
莫雷拉.md,WL-WORK-0826,T3,T3 19世纪现代文学体系,R5 北美文学,M2 19世纪文学思潮,G3 小说,QT4 恐怖与哥特,△,existing,existing,existing,existing,existing,existing
莱博维茨的赞歌.md,WL-WORK-0322,T5,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻 | QT6 乌托邦、反乌托邦与社会想象,△,existing,existing,existing,existing,existing,existing
莱奥帕尔迪诗选.md,WL-WORK-3160,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G1 诗歌,QH4 社会、阶级与劳动,◆,existing,existing,existing,existing,t_default,existing
莱拉.md,WL-WORK-1278,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族,△,existing,existing,existing,existing,existing,existing
莱拉与马吉农（福祖里）.md,WL-WORK-R1-FUZULI-LAYLA-MAJNUN,T2,T2 早期现代文学,R1 西亚—地中海古老传统,M1 早期现代思想与美学,G1 诗歌与韵文,QH2.1 爱情与欲望,◆,existing,existing,t_default,existing,existing,other_topic
莱拉和马吉农.md,WL-WORK-2127,T1,T1 中古多中心文学世界,R1 西亚—地中海古老传统,,G3 小说,QH2.1 爱情与欲望,◆,existing,existing,not_applicable_pre_modern,existing,existing,existing
莱茵黄金路线.md,WL-WORK-3106,T5,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
萌芽.md,WL-WORK-1279,T3,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 | M2 19世纪文学思潮 / 自然主义,G3 小说,QH2.3 家庭与家族,◆,existing,existing,existing,existing,existing,existing
萍踪侠影录.md,WL-WORK-2609,T5,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠,△,existing,existing,existing,existing,existing,existing
萨兰丁之歌.md,WL-WORK-0827,T6,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻,△,existing,existing,existing,existing,existing,existing
萨加拉纳.md,WL-WORK-1851,T5,T5 二战后多极文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序,△,existing,existing,existing,existing,mechanism,existing
萨福诗歌.md,WL-WORK-R1-SAPPHO,T0,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G1 诗歌,QH8 信仰、伦理与超越,◆,existing,existing,not_applicable_pre_modern,title,t_default,other_topic
萨维尔.md,WL-WORK-3043,T5,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤,△,existing,existing,existing,existing,mechanism,existing
