work,id,t,history_position,stage,historical_role,mechanisms,history_source,stage_source,role_source,mechanism_source,needs_reading_calibration
蓝房间.md,WL-WORK-0229,T5,文学爆炸与全球分叉，以“从欧洲中心到多中心世界文学”为主要路径的高峰节点（读前预判）,1965—1975：文学爆炸与全球分叉,高峰,从欧洲中心到多中心世界文学 | 冷战、审查与意识形态体系,generated_from_generic,existing,stage,existing,yes
蓝火星.md,WL-WORK-0376,T6,全球危机、平台化与类型融合，以“类型全球化与文类融合”为主要路径的形式突破节点（读前预判）,2008—2020：全球危机、平台化与类型融合,形式突破,类型全球化与文类融合 | 数字平台、气候与技术社会 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
蓝色含羞草.md,WL-WORK-R3-97308318,T5,文学爆炸与全球分叉，以“从欧洲中心到多中心世界文学”为主要路径的高峰节点（读前预判）,1965—1975：文学爆炸与全球分叉,高峰,从欧洲中心到多中心世界文学,generated_from_generic,existing,stage,existing,yes
蓝衣魔鬼.md,WL-WORK-0093,T6,全球化出版与离散写作扩张，以“类型全球化与文类融合”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
蓝鸟，蓝鸟.md,WL-WORK-3144,T6,全球化出版与离散写作扩张，以“全球市场、翻译与奖项”为主要路径的扩散节点（读前预判）,1991—2008：全球化出版与离散写作扩张,扩散,全球市场、翻译与奖项,generated_from_generic,existing,stage,existing,yes
蓼喰虫.md,WL-WORK-1855,T4,政治极化、反殖民与战时转型，以“帝国、殖民、反殖民与文化翻译”为主要路径的边缘突破节点（读前预判）,1930—1945：政治极化、反殖民与战时转型,边缘突破,帝国、殖民、反殖民与文化翻译 | 小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,mechanism,existing,yes
蔷薇园.md,WL-WORK-3186,T1,跨区域传播、印刷与中古晚期转型的波斯语文学世界中，以“手稿、书写与区域性印刷”为主要路径的过渡节点（读前预判）,约1250—1500：跨区域传播、印刷与中古晚期转型,过渡,手稿、书写与区域性印刷 | 教育、宫廷与宗教机构,generated_from_generic,existing,stage,existing,yes
薄伽梵往世书.md,WL-WORK-1505,T1,跨区域传播、印刷与中古晚期转型的南亚多语言传统中，以“口传、讲唱与表演”为主要路径的过渡节点（读前预判）,约1250—1500：跨区域传播、印刷与中古晚期转型,过渡,口传、讲唱与表演 | 手稿、书写与区域性印刷,generated_from_generic,existing,stage,existing,yes
薄伽梵歌.md,WL-WORK-1506,T0,史诗、经典与公共文学成熟的古代南亚传统中，以“神话、宗教与仪式”为主要路径的成熟节点（读前预判）,古典形成：史诗、经典与公共文学成熟,成熟,神话、宗教与仪式 | 口传、吟诵与表演 | 文字、书写与文本固定,generated_from_generic,existing,stage,existing,yes
藻海无边.md,WL-WORK-1282,T5,世界真正多中心化，以“从欧洲中心到多中心世界文学”为主要路径的边缘突破节点（读前预判）,1955—1965：世界真正多中心化,边缘突破,从欧洲中心到多中心世界文学 | 去殖民、民族国家与后殖民转向,generated_from_generic,existing,mechanism,existing,yes
虚构集.md,WL-WORK-0470,T4,拉美先锋派与现代叙事重构,1918—1930：高峰现代主义与全球扩展,形式突破,心理、主体与叙事视角 | 小杂志、翻译、流亡与跨国网络,existing_specific,existing,existing,existing,no
虹.md,WL-WORK-1283,T4,高峰现代主义与全球扩展，以“小杂志、翻译、流亡与跨国网络”为主要路径的高峰节点（读前预判）,1918—1930：高峰现代主义与全球扩展,高峰,小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,stage,existing,yes
蛇与绳.md,WL-WORK-1856,T5,文学爆炸与全球分叉，以“从欧洲中心到多中心世界文学”为主要路径的边缘突破节点（读前预判）,1965—1975：文学爆炸与全球分叉,边缘突破,从欧洲中心到多中心世界文学 | 去殖民、民族国家与后殖民转向,generated_from_generic,existing,mechanism,existing,yes
蛙.md,WL-WORK-2880,T6,全球化出版与离散写作扩张，以“记忆、创伤与历史重写”为主要路径的反拨节点（读前预判）,1991—2008：全球化出版与离散写作扩张,反拨,记忆、创伤与历史重写 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
蛛巢小径.md,WL-WORK-1857,T5,废墟、罪责与重新开始，以“从欧洲中心到多中心世界文学”为主要路径的边缘突破节点（读前预判）,1945—1955：废墟、罪责与重新开始,边缘突破,从欧洲中心到多中心世界文学 | 去殖民、民族国家与后殖民转向,generated_from_generic,existing,mechanism,existing,yes
蛮王柯南.md,WL-WORK-0830,T4,高峰现代主义与全球扩展，以“小杂志、翻译、流亡与跨国网络”为主要路径的高峰节点（读前预判）,1918—1930：高峰现代主义与全球扩展,高峰,小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,stage,existing,yes
蛹.md,WL-WORK-0316,T5,文学爆炸与全球分叉，以“从欧洲中心到多中心世界文学”为主要路径的高峰节点（读前预判）,1965—1975：文学爆炸与全球分叉,高峰,从欧洲中心到多中心世界文学 | 冷战、审查与意识形态体系,generated_from_generic,existing,stage,existing,yes
蜘蛛女之吻.md,WL-WORK-1858,T5,革命激情退潮与后现代成熟，以“从欧洲中心到多中心世界文学”为主要路径的边缘突破节点（读前预判）,1975—1980：革命激情退潮与后现代成熟,边缘突破,从欧洲中心到多中心世界文学 | 去殖民、民族国家与后殖民转向,generated_from_generic,existing,mechanism,existing,yes
蝇王.md,WL-WORK-0832,T5,世界真正多中心化，以“从欧洲中心到多中心世界文学”为主要路径的扩散节点（读前预判）,1955—1965：世界真正多中心化,扩散,从欧洲中心到多中心世界文学 | 冷战、审查与意识形态体系,generated_from_generic,existing,stage,existing,yes
蝉时雨.md,WL-WORK-2613,T6,全球化出版与离散写作扩张，以“记忆、创伤与历史重写”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,记忆、创伤与历史重写 | 类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
蝴蝶梦.md,WL-WORK-2130,T4,高峰现代主义与全球扩展，以“小杂志、翻译、流亡与跨国网络”为主要路径的高峰节点（读前预判）,1918—1930：高峰现代主义与全球扩展,高峰,小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,stage,existing,yes
蝾螈战争.md,WL-WORK-0282,T4,政治极化、反殖民与战时转型，以“都市、技术与感知革命”为主要路径的转折节点（读前预判）,1930—1945：政治极化、反殖民与战时转型,转折,都市、技术与感知革命 | 世界大战、革命与政治极化 | 小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,mechanism,existing,yes
螺丝在拧紧.md,WL-WORK-0833,T4,高峰现代主义与全球扩展，以“心理、主体与叙事视角”为主要路径的形式突破节点（读前预判）,1918—1930：高峰现代主义与全球扩展,形式突破,心理、主体与叙事视角 | 小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,mechanism,existing,yes
螺旋.md,WL-WORK-0834,T6,全球化出版与离散写作扩张，以“记忆、创伤与历史重写”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,记忆、创伤与历史重写 | 类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
血书.md,WL-WORK-0836,T6,全球化出版与离散写作扩张，以“类型全球化与文类融合”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
血婚.md,WL-WORK-1860,T4,高峰现代主义与全球扩展，以“小杂志、翻译、流亡与跨国网络”为主要路径的高峰节点（读前预判）,1918—1930：高峰现代主义与全球扩展,高峰,小杂志、翻译、流亡与跨国网络,generated_from_generic,existing,stage,existing,yes
血字的研究.md,WL-WORK-0009,T3,市场扩张、现实主义与现代小说成熟，以“报刊、连载与大众读者”为主要路径的成熟节点（读前预判）,1830—1870：市场扩张、现实主义与现代小说成熟,成熟,报刊、连载与大众读者 | 职业作者、版权与文学市场,generated_from_generic,existing,stage,existing,yes
血海飘香.md,WL-WORK-2614,T5,世界真正多中心化，以“从欧洲中心到多中心世界文学”为主要路径的边缘突破节点（读前预判）,1955—1965：世界真正多中心化,边缘突破,从欧洲中心到多中心世界文学 | 去殖民、民族国家与后殖民转向,generated_from_generic,existing,mechanism,existing,yes
血色子午线.md,WL-WORK-2615,T6,全球化出版与离散写作扩张，以“类型全球化与文类融合”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
血色花瓣.md,WL-WORK-1861,T5,文学爆炸与全球分叉，以“独立 → 幻灭”为主要路径的高峰节点（读前预判）,1965—1975：文学爆炸与全球分叉,高峰,独立 → 幻灭,generated_from_generic,existing,stage,existing,yes
血音乐.md,WL-WORK-0372,T6,全球危机、平台化与类型融合，以“类型全球化与文类融合”为主要路径的形式突破节点（读前预判）,2008—2020：全球危机、平台化与类型融合,形式突破,类型全球化与文类融合 | 数字平台、气候与技术社会 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
街角魔族.md,WL-WORK-0837,T6,全球化出版与离散写作扩张，以“类型全球化与文类融合”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
补锅匠.md,WL-WORK-3022,T6,全球化出版与离散写作扩张，以“全球市场、翻译与奖项”为主要路径的扩散节点（读前预判）,1991—2008：全球化出版与离散写作扩张,扩散,全球市场、翻译与奖项,generated_from_generic,existing,stage,existing,yes
被嫌弃的松子的一生.md,WL-WORK-2673,T6,全球化出版与离散写作扩张，以“身份、性别与代表权”为主要路径的边缘突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,边缘突破,身份、性别与代表权 | 记忆、创伤与历史重写 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
被掩埋的巨人.md,WL-WORK-2131,T6,全球化出版与离散写作扩张，以“记忆、创伤与历史重写”为主要路径的形式突破节点（读前预判）,1991—2008：全球化出版与离散写作扩张,形式突破,记忆、创伤与历史重写 | 类型全球化与文类融合 | 全球市场、翻译与奖项,generated_from_generic,existing,mechanism,existing,yes
被毁灭的人.md,WL-WORK-0320,T5,文学爆炸与全球分叉，以“从欧洲中心到多中心世界文学”为主要路径的高峰节点（读前预判）,1965—1975：文学爆炸与全球分叉,高峰,从欧洲中心到多中心世界文学 | 冷战、审查与意识形态体系,generated_from_generic,existing,stage,existing,yes
