file,code,priority,tradition,tradition_source,stage,role,axis_t,axis_r,axis_m,axis_g,axis_q
铁草.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
铁蹄.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,文类形成与区域典范,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QT2 科幻 | QT6 乌托邦、反乌托邦与社会想象
铁骑银瓶.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战争革命、国家文学与社会重构,区域扩展阅读,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠
银河巡警.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,文类形成与区域典范,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QT2 科幻
银河系漫游指南.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,文类形成与区域典范,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT2 科幻 | QH1 自我、存在与生命
银河铁道之夜.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 殖民现代性、新文学与形式实验,区域扩展阅读,T4 全球现代主义时代,R2 东亚文学,M3.1 现代主义 / Modernism,G3 小说,QT3 奇幻 | QH1 自我、存在与生命 | QH8 信仰、伦理与超越
锁匠.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
锅匠，裁缝，士兵，间谍.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
锌皮娃娃兵.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G6 纪实与文学非虚构,QH6 战争、暴力与创伤 | QH7 历史、记忆与时间
错误的教育.md,R8,◆,印尼—爪哇与群岛文学传统,existing,T4 全球现代主义时代 · 民族主义、现代主义与反殖民写作,殖民回应与民族文学建构,T4 全球现代主义时代,R8 东南亚文学,M3 现代主义与先锋派,G3 小说,QH2.5 童年与成长
锡安之爱.md,R1,★,希伯来—犹太文学传统,existing,T3 19世纪现代文学体系 · 现代文类输入与民族文学转型,文类形成与区域典范,T3 19世纪现代文学体系,R1 西亚—地中海古老传统,M2 19世纪文学思潮,G3 小说,QH4 社会、阶级与劳动
锡笛.md,R5,★,法语加拿大—魁北克文学传统,existing,T6 当代全球文学 · 多元身份、数字媒介与全球传播,核心经典与传统确立,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH4 社会、阶级与劳动
镇尼大师.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
镍童.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
镜与光.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
镜中舞.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
镜影.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,区域扩展阅读,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
镜花缘.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T3 19世纪现代文学体系 · 晚期传统、翻译输入与现代转折,区域扩展阅读,T3 19世纪现代文学体系,R2 东亚文学,M2 19世纪文学思潮,G3 小说,QT5 冒险与探索叙事 | QT6 乌托邦、反乌托邦与社会想象
长夜难明.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
长安古意.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.1 武侠
长恨歌.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
长日将尽.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QH7 历史、记忆与时间
长眠不醒.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3 现代主义与先锋派,G3 小说,QT1 推理与犯罪叙事
长老偈.md,R3,◆,巴利—普拉克里特与佛教耆那文学传统,existing,T6 当代全球文学 · 全球南亚、英语写作与地方传统重组,文类形成与区域典范,T6 当代全球文学,R3 南亚文学,M5 战后与当代美学范式,G1 诗歌,QH5 权力、制度与秩序
长老尼偈.md,R3,◆,巴利—普拉克里特与佛教耆那文学传统,existing,T6 当代全球文学 · 全球南亚、英语写作与地方传统重组,源头与经典奠基,T6 当代全球文学,R3 南亚文学,M5 战后与当代美学范式,G1 诗歌,QH3 身份、身体与归属 | QH8 信仰、伦理与超越
门中眼.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
门外.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后重建、记忆政治与后现代转型,区域扩展阅读,T5 二战后多极文学,R4 欧洲文学,M5 战后与当代美学范式,G2 戏剧,QH6 战争、暴力与创伤
门户.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻
闪灵.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT4 恐怖与哥特
队列.md,R1,△,阿拉伯文学传统,existing,T6 当代全球文学 · 当代冲突、迁徙与全球传播,区域扩展阅读,T6 当代全球文学,R1 西亚—地中海古老传统,M5 战后与当代美学范式,G3 小说,QT2 科幻 | QT6 乌托邦、反乌托邦与社会想象
队列之末.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QT7 历史叙事
阳光下的葡萄干.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G2 戏剧,QH6 战争、暴力与创伤
阴兽.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 殖民现代性、新文学与形式实验,区域扩展阅读,T4 全球现代主义时代,R2 东亚文学,M3 现代主义与先锋派,G3 小说,QT1 推理与犯罪叙事
阴暗的绘画.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战争革命、国家文学与社会重构,区域扩展阅读,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
阿伽门农.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T0 文学源头与古代文学 · 希腊罗马古典传统奠基,区域扩展阅读,T0 文学源头与古代文学,R4 欧洲文学,,G2 戏剧,QH8 信仰、伦理与超越
阿克塞尔.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,区域扩展阅读,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 / 象征主义 | M2 19世纪文学思潮,G3 小说,QH4 社会、阶级与劳动
阿劳卡纳.md,R6,◆,殖民编年史—巴洛克与克里奥尔文学传统,existing,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,殖民回应与民族文学建构,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
阿勒颇养蜂人.md,R10,◆,流亡—难民—无国籍文学传统,existing,T6 当代全球文学 · 全球迁徙、数字传播与跨语文学网络,离散迁徙与跨区域连接,T6 当代全球文学,R10 跨区域文学传统,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
阿卜杜拉游记.md,R8,★,马来—Jawi文学传统,existing,T6 当代全球文学 · 城市化、跨语写作与东南亚离散,殖民回应与民族文学建构,T6 当代全球文学,R8 东南亚文学,M5 战后与当代美学范式,G5 生命书写,QH3 身份、身体与归属
阿卡塔女巫.md,R7,△,非洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,区域扩展阅读,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻
阿卡特史诗.md,R1,△,黎凡特—迦南与乌加里特文学传统,existing,T0 文学源头与古代文学 · 古代文字、史诗与经典传统形成,源头与经典奠基,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT9 神话、传说与民间叙事
阿周那婚礼.md,R8,◆,印尼—爪哇与群岛文学传统,existing,T6 当代全球文学 · 城市化、跨语写作与东南亚离散,传统转型与区域扩展,T6 当代全球文学,R8 东南亚文学,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序
阿喀琉斯之歌.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,文类形成与区域典范,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻
阿尔-拉桑的雄狮.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 多元身份、数字媒介与全球传播,文类形成与区域典范,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻
阿尔及利亚女人的房间.md,R7,★,马格里布—北非多语文学传统,existing,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,殖民回应与民族文学建构,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
阿尔塔索尔.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · Modernismo、先锋派与本土现代性,区域扩展阅读,T4 全球现代主义时代,R6 拉丁美洲与加勒比,M3.1 现代主义 / Modernism | M3.2 先锋派,G3 小说,QH1 自我、存在与生命
阿尔戈船英雄纪.md,R1,◆,古希腊文学传统,existing,T0 文学源头与古代文学 · 古代文字、史诗与经典传统形成,传统转型与区域扩展,T0 文学源头与古代文学,R1 西亚—地中海古老传统,,G3 小说,QT5 冒险与探索叙事 | QT9 神话、传说与民间叙事
阿尔特米奥·克罗斯之死.md,R6,△,拉丁美洲与加勒比综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 革命经验、文学爆炸与独裁回应,区域扩展阅读,T5 二战后多极文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式 | M4 集体文学运动与文化政治,G3 小说,QT7 历史叙事
